Date,Price
07-13-2017,23.761342599179947
07-14-2017,20.319113237012715
07-15-2017,16.97947484738128
07-16-2017,15.289483479565654
07-17-2017,19.475823793313236
07-18-2017,22.087081953633348
07-19-2017,24.244756735814487
07-20-2017,30.081122933560053
07-21-2017,29.16863862343937
07-22-2017,31.3979088737554
07-23-2017,27.82873819073032
07-24-2017,28.70464080268418
07-25-2017,23.4849555392455
07-26-2017,22.399857139019396
07-27-2017,23.607333026948066
07-28-2017,21.649755088090718
07-29-2017,22.02182774573349
07-30-2017,22.56178052321261
07-31-2017,21.62830230738988
08-01-2017,22.424386084474186
08-02-2017,22.15517997620306
08-03-2017,22.78724216120372
08-04-2017,22.698302297888887
08-05-2017,24.716658249261492
08-06-2017,24.300146132235508
08-07-2017,23.55122721546086
08-08-2017,23.71180894150233
08-09-2017,24.15097416997605
08-10-2017,22.20116753074542
08-11-2017,28.32089086251071
08-12-2017,35.75191056597648
08-13-2017,30.17762028528359
08-14-2017,27.681436885527035
08-15-2017,26.81976202892375
08-16-2017,28.127019687810535
08-17-2017,27.85347555236138
08-18-2017,29.686485869435185
08-19-2017,29.107069484451845
08-20-2017,35.496915998091
08-21-2017,28.65340196976365
08-22-2017,29.63603591175823
08-23-2017,29.419738469285306
08-24-2017,28.82450092028035
08-25-2017,28.47716266531756
08-26-2017,27.384098825631938
08-27-2017,28.19792751855128
08-28-2017,28.97522489072274
08-29-2017,28.104142914360988
08-30-2017,30.242509500319002
08-31-2017,29.637639702393134
09-01-2017,26.657500318031804
09-02-2017,22.5384263407771
09-03-2017,22.86314116725084
09-04-2017,16.87230786455735
09-05-2017,19.29084835732749
09-06-2017,18.639042719435185
09-07-2017,17.7135086811461
09-08-2017,15.762323687064582
09-09-2017,18.685406891183067
09-10-2017,17.357466727398954
09-11-2017,15.688523990150383
09-12-2017,15.803328296640146
09-13-2017,14.420584243229694
09-14-2017,10.861061894278066
09-15-2017,13.494653523805667
09-16-2017,12.603695773385878
09-17-2017,13.342286439470328
09-18-2017,13.902429790754717
09-19-2017,12.682618124127247
09-20-2017,12.687136195446053
09-21-2017,11.03348627029128
09-22-2017,11.018132971815136
09-23-2017,11.385317730239448
09-24-2017,13.013171649973916
09-25-2017,12.722254154821396
09-26-2017,12.604264016800638
09-27-2017,14.234807156939201
09-28-2017,12.893572447914337
09-29-2017,12.34731559259873
09-30-2017,12.196702186496163
10-01-2017,14.168377951823173
10-02-2017,12.55074399549601
10-03-2017,11.613914999352753
10-04-2017,12.28058877950677
10-05-2017,12.030302837157375
10-06-2017,12.413443118475174
10-07-2017,12.363896450119377
10-08-2017,10.213240879594766
10-09-2017,9.694226878966845
10-10-2017,9.627316116837777
10-11-2017,10.385529815518195
10-12-2017,10.063929743145993
10-13-2017,10.342839751042286
10-14-2017,9.342445154632868
10-15-2017,9.273093191460115
10-16-2017,10.24067876768753
10-17-2017,11.749614649200582
10-18-2017,12.280412762813144
10-19-2017,12.14529459544811
10-20-2017,11.871300977995555
10-21-2017,10.773001740245862
10-22-2017,10.23411419044358
10-23-2017,10.123600103112553
10-24-2017,11.021714916109614
10-25-2017,10.221801740472625
10-26-2017,10.093699633015312
10-27-2017,10.520143865028318
10-28-2017,10.53337762940863
10-29-2017,9.75520538505529
10-30-2017,11.010681518222542
10-31-2017,10.008699647605077
11-01-2017,9.091443911321429
11-02-2017,8.017737695113214
11-03-2017,10.653488546505898
11-04-2017,9.333769451657728
11-05-2017,9.443392396489639
11-06-2017,9.463975280228746
11-07-2017,9.183963959483895
11-08-2017,9.609602327855733
11-09-2017,10.383870838221075
11-10-2017,9.139618936461444
11-11-2017,9.255467811116327
11-12-2017,8.13406607834432
11-13-2017,9.075736420140831
11-14-2017,9.46736760221734
11-15-2017,10.2722321215357
11-16-2017,9.55072751006504
11-17-2017,9.27794394585333
11-18-2017,9.36717662468321
11-19-2017,9.95954234150746
11-20-2017,9.67497532688913
11-21-2017,10.2734417308997
11-22-2017,10.5670602577274
11-23-2017,11.030500756313
11-24-2017,10.9318580157594
11-25-2017,13.068278738791
11-26-2017,13.7937642261875
11-27-2017,13.6097604310022
11-28-2017,13.130155199097
11-29-2017,16.2326594400459
11-30-2017,25.3318526690032
12-01-2017,26.4505149754527
12-02-2017,24.9607761459476
12-03-2017,22.3852304099075
12-04-2017,23.8243011694535
12-05-2017,22.6282062400364
12-06-2017,20.3697209456742
12-07-2017,19.9471905845147
12-08-2017,18.444145827839
12-09-2017,20.5830655333593
12-10-2017,19.6787081324892
12-11-2017,19.9841463294036
12-12-2017,19.9617765711604
12-13-2017,19.6147646204499
12-14-2017,19.2625459289664
12-15-2017,20.1787316601514
12-16-2017,20.8113953777427
12-17-2017,22.8854948917374
12-18-2017,25.0984789550725
12-19-2017,23.9324959957698
12-20-2017,23.7598074166496
12-21-2017,26.2364850539477
12-22-2017,19.7250926122205
12-23-2017,23.5698011109178
12-24-2017,23.6573990385355
12-25-2017,28.0824670066545
12-26-2017,28.392572397215
12-27-2017,31.328302266483
12-28-2017,29.9539903325914
12-29-2017,28.717763035357
12-30-2017,24.9821695446374
12-31-2017,29.2735787719763
01-01-2018,34.5570357460096
01-02-2018,32.1044528297602
01-03-2018,32.785126873210025
01-04-2018,31.883046915128386
01-05-2018,28.44183708813505
01-06-2018,28.647659003260173
01-07-2018,36.13557560946943
01-08-2018,43.72340499918874
01-09-2018,40.53277161307682
01-10-2018,42.90143637296876
01-11-2018,36.48287620423446
01-12-2018,37.51527724149365
01-13-2018,45.294919011410585
01-14-2018,39.697755238795956
