Date,Price
07-23-2016,0.03352539916983
07-24-2016,0.0387328407609
07-30-2016,0.0353498069386
07-31-2016,0.03453970163456
08-02-2016,0.027691181124749997
08-03-2016,0.02926351798506
08-04-2016,0.030454539133480004
08-05-2016,0.030144552291359997
08-06-2016,0.03193448704138
08-25-2016,0.025179113582459996
08-29-2016,0.032116665270070004
08-30-2016,0.03251846477774999
10-13-2016,0.0200998105
10-14-2016,0.020383460008920003
10-15-2016,0.01692412070197
10-16-2016,0.015475085595359999
10-17-2016,0.01772446431229
10-18-2016,0.01441907777754
10-19-2016,0.014947329930749998
10-20-2016,0.0140357950547
10-21-2016,0.013675029989129998
10-22-2016,0.012649603523199998
10-23-2016,0.011213468536079999
10-24-2016,0.013298038484280001
10-25-2016,0.0113590207003
10-26-2016,0.01050867022996
10-27-2016,0.010721160235890002
10-28-2016,0.00992531061122
10-29-2016,0.00861465052197
10-30-2016,0.00854465733891
10-31-2016,0.00998813111418
11-01-2016,0.008366690675
11-02-2016,0.01026212664007
11-03-2016,0.0090389642742
11-04-2016,0.00955197296612
11-05-2016,0.0097395561083
11-06-2016,0.00987881953041
11-07-2016,0.0091592712421
11-08-2016,0.00897674848806
11-09-2016,0.009090007321
11-10-2016,0.0092566940874
11-11-2016,0.00960455206734
11-12-2016,0.009782616425580001
11-13-2016,0.00987884820184
11-14-2016,0.00998364819808
11-15-2016,0.009103207500919999
11-16-2016,0.00880975760495
11-17-2016,0.00869079305857
11-18-2016,0.00901959603337
11-19-2016,0.0088887474621
11-20-2016,0.00869758198232
11-21-2016,0.00886533647768
11-22-2016,0.008691551070690001
11-23-2016,0.00954673622568
11-24-2016,0.00962876271114
11-25-2016,0.00914510415033
11-26-2016,0.009127490974199999
11-27-2016,0.00896992521285
11-28-2016,0.008930334611800001
11-29-2016,0.00907688040142
11-30-2016,0.008864004078
12-01-2016,0.00887870238225
12-02-2016,0.008703139571349999
12-03-2016,0.00854842403166
12-04-2016,0.00872676374844
12-05-2016,0.008609972492821439
12-06-2016,0.00815796229895511
12-07-2016,0.008993396398814003
12-08-2016,0.0091695647320389
12-09-2016,0.009318859600803437
12-10-2016,0.009479837220386887
12-11-2016,0.01029663728428568
12-12-2016,0.010278386565309128
12-13-2016,0.009951074796168158
12-14-2016,0.010198578263089172
12-15-2016,0.009802375427958056
12-16-2016,0.009983736083318668
12-17-2016,0.009547956634711979
12-18-2016,0.009623023428250145
12-19-2016,0.009528296028951689
12-20-2016,0.009278690333369888
12-21-2016,0.00962649829752239
12-22-2016,0.010055606428364713
12-23-2016,0.009938794368065905
12-24-2016,0.010581765592706722
12-25-2016,0.010396716708625098
12-26-2016,0.010406285076671854
12-27-2016,0.010030123984974949
12-28-2016,0.009439066986716335
12-29-2016,0.010260874557859335
12-30-2016,0.009692131977001327
12-31-2016,0.009612688122666486
01-01-2017,0.009874801262862581
01-02-2017,0.009942276974030972
01-03-2017,0.010037915109277719
01-04-2017,0.011462816768006371
01-05-2017,0.010186023849475227
01-06-2017,0.009544376400186794
01-07-2017,0.010590779922824535
01-08-2017,0.01066577981774834
01-09-2017,0.01138517504634763
01-10-2017,0.010835423670867405
01-11-2017,0.009482405882611704
01-12-2017,0.009781901595454248
01-13-2017,0.009772818610045279
01-14-2017,0.010028831448781831
01-15-2017,0.012653734118656185
01-16-2017,0.011900112953725056
01-17-2017,0.012215910408697647
01-18-2017,0.012961147215754032
01-19-2017,0.01340175858856716
01-20-2017,0.012619082806743284
01-21-2017,0.013050478252539612
01-22-2017,0.014506331980374331
01-23-2017,0.015821748098040336
01-24-2017,0.016895135049912576
01-25-2017,0.017938476908892016
01-26-2017,0.017702234376529423
01-27-2017,0.016167331062984083
01-28-2017,0.016618319449059758
01-29-2017,0.018972917440552215
01-30-2017,0.01812265980167562
01-31-2017,0.017663213971714182
02-01-2017,0.01745744619653947
02-02-2017,0.01778723543078772
02-03-2017,0.018019097338844887
02-04-2017,0.01667501095701557
02-05-2017,0.017485800765484047
02-06-2017,0.020358541100709455
02-07-2017,0.01975291806847361
02-08-2017,0.018974424885859608
02-09-2017,0.017021941325347227
02-10-2017,0.01828040710271115
02-11-2017,0.018679816707672804
02-12-2017,0.017811864092426997
02-13-2017,0.017229016822697313
02-14-2017,0.017001307178997286
02-15-2017,0.016457535675306896
02-16-2017,0.015109210085033988
02-17-2017,0.01535859817287514
02-18-2017,0.014699036370892893
02-19-2017,0.015002336050270407
02-20-2017,0.014772770115642594
02-21-2017,0.014868194469844217
02-22-2017,0.01484185805920921
02-23-2017,0.014810372672812187
02-24-2017,0.014220258279185447
02-25-2017,0.015446616033941393
02-26-2017,0.01564017875228789
02-27-2017,0.014599738829888433
02-28-2017,0.014690691736752212
03-01-2017,0.013680203146596496
03-02-2017,0.013609488010515968
03-03-2017,0.013234242300757586
03-04-2017,0.01482350114468471
03-05-2017,0.014963698009297675
03-06-2017,0.01616611050643801
03-07-2017,0.016451097474743787
03-08-2017,0.015105249462479696
03-09-2017,0.014379994273760134
03-10-2017,0.013637836968143899
03-11-2017,0.015021186998071444
03-12-2017,0.015280736513376024
03-13-2017,0.016851020196945676
03-14-2017,0.01684099699666358
03-15-2017,0.017856346346279608
03-16-2017,0.01783765520321176
03-17-2017,0.01576924943880064
03-18-2017,0.01395341582016753
03-19-2017,0.015955294872591307
03-20-2017,0.01783204267463487
03-21-2017,0.021217144044151284
03-22-2017,0.019864186295901008
03-23-2017,0.018673163587912354
03-24-2017,0.01745659748739604
03-25-2017,0.019236508283810332
03-26-2017,0.019687783795520546
